,ID,Game,ReleaseDate,Developer,Publisher
43,364360,Total War: WARHAMMER,2016-05-24,"CREATIVE ASSEMBLY, Feral Interactive (Linux), Feral Interactive (Mac)","SEGA, Feral Interactive (Linux), Feral Interactive (Mac)"
44,465650,Out of the Park Baseball 18,2017-03-24,Out of the Park Developments,Out of the Park Developments
45,905690,魔物讨伐团,2018-08-15,Nerdook Productions,Surefire.Games
46,244160,Homeworld Remastered Collection,2015-02-25,Gearbox Software,Gearbox Publishing
47,201271,Total War Saga: FALL OF THE SAMURAI,2012-03-22,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)"
48,8800,Civilization IV: Beyond the Sword,2007-07-24,Firaxis Games,2K
49,254820,Ground Control Anthology,2000-05-31,Massive Entertainment,Rebellion
50,298030,Total Annihilation,2015-12-18,Cavedog Entertainment,Wargaming.net
51,9350,Supreme Commander,2007-02-20,Gas Powered Games,Square Enix
52,61510,Age of Wonders II: The Wizard's Throne,2010-10-01,Triumph Studios,Paradox Interactive
53,700480,Microsoft Allegiance,2017-09-29,Microsoft Game Studios,ZapHop Games
54,319050,Chaos Reborn,2015-10-26,Snapshot Games Inc.,Snapshot Games Inc.
55,779340,Total War: THREE KINGDOMS,2019-05-23,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)"
56,255710,Cities: Skylines,2015-03-10,Colossal Order Ltd.,Paradox Interactive
57,466300,Planescape: Torment: Enhanced Edition,2017-04-11,Beamdog,Beamdog
58,98200,Frozen Synapse,2011-05-26,Mode 7,Mode 7
59,418240,Shadow Tactics: Blades of the Shogun,2016-12-06,Mimimi Games,Daedalic Entertainment
60,15620,"Warhammer 40,000: Dawn of War II",2009-02-18,"Relic Entertainment, Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)"
61,20570,"Warhammer 40,000: Dawn of War II Chaos Rising",2010-03-10,"Relic Entertainment, Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)"
62,4780,Medieval II: Total War Kingdoms,2007-08-28,"The Creative Assembly, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)"
63,397190,Sengoku Jidai: Shadow of the Shogun,2016-05-19,Byzantine Games,Slitherine Ltd.
64,24790,Command & Conquer 3: Tiberium Wars,2007-03-28,EA Los Angeles,Electronic Arts
65,262060,Darkest Dungeon,2016-01-19,Red Hook Studios,Red Hook Studios
66,813780,Age of Empires II: Definitive Edition,2019-11-14,"Forgotten Empires, Tantalus Media, Wicked Witch",Xbox Game Studios
67,306660,Ultimate General: Gettysburg,2014-10-16,Game-Labs,Game-Labs
68,1520,DEFCON,2006-09-29,Introversion Software,Introversion Software
69,1640,Disciples II: Gallean's Return,2006-07-06,Strategy First,Strategy First
70,381780,80 Days,2015-09-28,"inkle Ltd, Cape Guy Ltd",inkle Ltd
71,493340,Planet Coaster,2016-11-17,Frontier Developments,Frontier Developments
72,218090,Unity of Command: Stalingrad Campaign,2012-10-17,2x2 Games,2x2 Games
73,212680,FTL: Faster Than Light,2012-09-14,Subset Games,Subset Games
74,1500,Darwinia,2005-07-14,Introversion Software,Introversion Software
75,579040,DEFCON VR,2017-02-15,Introversion Software,Introversion Software
76,3990,Civilization IV: Warlords,2006-07-24,Firaxis Games,2K
77,2920,Sub Command,2006-10-26,Sonalysts,Strategy First
78,660160,Field of Glory II,2017-10-12,Byzantine Games,Slitherine Ltd.
79,323190,Frostpunk,2018-04-24,11 bit studios,11 bit studios
